,shrinkage,interaction.depth,n.minobsinnode,n.trees,RMSE,Rsquared,MAE,RMSESD,RsquaredSD,MAESD
933,0.558615212,5,16,1364,17.81479548,0.253013894,13.35880716,6.456074455,0.253072638,4.518978989
441,0.253978165,5,16,4014,17.85793519,0.313698863,13.2093143,7.642883099,0.25249356,5.599882162
335,0.196643866,8,13,1781,17.86482269,0.28395349,13.29663181,6.744083236,0.243222489,4.895918849
769,0.45636862,1,6,3984,17.87347701,0.235973092,14.62821199,3.230872579,0.23656295,3.059825176
774,0.461418713,9,11,3525,17.89276183,0.245070362,13.59359258,5.370533109,0.191834857,3.845429093
638,0.375964525,1,6,3009,17.91606391,0.257176615,14.7922487,3.058443857,0.269038934,2.783902612
397,0.226974317,9,13,2071,17.93381646,0.306044798,13.39658936,7.26465227,0.260004066,5.494872816
447,0.257155154,5,16,3556,17.93747701,0.280584523,13.43803036,7.284658798,0.22758375,5.05898793
488,0.279988434,8,17,3348,17.94750494,0.262503577,13.30103535,6.836231516,0.253549813,5.000239262
385,0.221722119,10,15,3171,17.96755829,0.302487279,13.37308293,6.832055234,0.211801277,4.918928349
348,0.202390567,8,16,4122,17.97358863,0.271868236,13.50052448,7.215070681,0.250897766,4.894585482
873,0.51274231,1,7,3732,17.9741626,0.25692935,14.89766501,4.029186968,0.264242822,3.782164986
342,0.200828233,8,14,2775,17.99825626,0.31146133,13.38443183,7.058152213,0.241253739,5.079460153
743,0.444926832,1,17,967,18.02532202,0.215755662,13.52530182,6.858915752,0.228281301,4.510542329
621,0.367329666,4,17,2437,18.02752072,0.264911524,13.63964706,7.621995566,0.244420984,5.441415677
337,0.197622951,1,14,3880,18.04462989,0.336019424,13.62997253,8.261381914,0.271926709,6.013133123
948,0.566781775,9,9,4669,18.06098747,0.248371686,14.60192205,6.132537219,0.264326119,4.940417187
361,0.209601747,2,17,2888,18.06452614,0.234187244,13.34608993,7.069921528,0.233726369,4.549935022
577,0.343094499,2,14,1621,18.07169553,0.341066248,13.28181934,8.286923427,0.263438485,5.806591131
405,0.23082888,9,15,4302,18.08552395,0.318832616,13.70165057,7.936181752,0.26912955,5.342210131
512,0.293118684,5,16,4235,18.12698436,0.31093089,13.52682873,7.701677528,0.267216535,5.443853939
718,0.42466769,1,7,4568,18.14156829,0.245154999,15.35586647,2.970062967,0.249787882,3.031731284
580,0.345260593,9,15,3581,18.14283763,0.337310295,13.24006177,8.246450318,0.277222691,5.712406016
648,0.380099575,5,15,2216,18.16784871,0.368307045,13.61563845,7.797240226,0.270203825,5.528782577
975,0.581112935,5,17,3121,18.20202288,0.3196843,13.59573668,7.433056118,0.2825756,5.365828354
901,0.534700639,8,12,3260,18.21154449,0.282237038,13.818042,4.612762548,0.217344494,3.674024972
482,0.274660868,9,12,4523,18.26419679,0.286699252,14.08877111,5.064406686,0.200895499,3.477258151
471,0.26900369,7,14,2763,18.26698679,0.336197107,13.71543469,7.855787433,0.272490652,5.309593835
697,0.410340725,4,17,3574,18.30983122,0.205360279,13.73593077,6.501193486,0.207700182,4.197326234
710,0.418248839,1,17,2671,18.33812074,0.268575217,13.75808214,7.527462801,0.238040696,5.178198726
691,0.406768364,7,12,4550,18.35198552,0.236358576,13.92705278,4.723811821,0.214272733,3.579527068
398,0.227248883,4,14,2825,18.36912204,0.306501578,13.51315103,7.761321109,0.259208703,5.442340231
649,0.38018353,10,17,3605,18.37329775,0.274923359,13.68706625,6.515591975,0.197857668,4.830660413
826,0.489153809,3,16,2848,18.39807633,0.344732522,13.55486156,7.813536953,0.283239319,5.437768682
680,0.403152446,6,12,4667,18.41000839,0.281490691,13.99100515,5.665329359,0.205784464,3.974341533
550,0.321716831,1,12,1583,18.41580127,0.312655914,13.93849654,7.362029247,0.286340254,5.122321808
929,0.557789765,10,16,1944,18.42662934,0.31900374,13.9170853,7.463198599,0.285267904,5.205303871
492,0.280898138,1,13,2283,18.50167699,0.368589497,14.22379309,8.355321021,0.320210818,6.274688132
218,0.131908659,8,14,4755,18.52612203,0.299953284,13.81558504,7.645573254,0.243923665,5.557304059
689,0.40628214,8,12,4651,18.57105069,0.264103718,14.84468224,5.834751369,0.241632658,5.076431845
606,0.360129901,1,15,3283,18.64809258,0.331211243,13.89590729,8.661575023,0.302948914,6.125722029
506,0.288704631,4,13,2283,18.65967148,0.29915515,13.99491116,7.267182997,0.264537475,5.558496728
426,0.245833624,10,17,4795,18.669779,0.23857924,13.82288481,6.708197138,0.220097395,4.790500768
528,0.305840262,3,14,1869,18.69303974,0.308757533,14.21246864,6.801997014,0.248493446,4.636950048
841,0.497178589,6,17,4599,18.69688146,0.339724633,13.73365199,7.920571591,0.281458529,5.248999522
696,0.409623537,6,12,4892,18.7107555,0.272547872,14.33955003,5.548760512,0.227561835,4.275220062
742,0.444243604,9,11,4165,18.72843296,0.22365875,14.70132342,5.658308517,0.21505471,4.933857802
297,0.171444512,6,13,4344,18.73679534,0.342794867,14.36288589,7.804559892,0.282264187,5.694834161
508,0.290515128,2,16,4046,18.7404348,0.277707534,14.09392118,7.099224665,0.239507636,5.060424594
411,0.235712225,4,14,4490,18.74731627,0.336073583,14.14927637,8.188238299,0.281792856,6.167766323
622,0.36754828,1,10,4894,18.77452908,0.401415361,15.38284801,7.947498447,0.318431703,6.789602259
711,0.419660943,9,14,1914,18.77523736,0.338047912,14.38142127,8.156541581,0.304615405,6.225012885
780,0.464372045,7,14,2711,18.7808491,0.361503091,14.01935948,9.299124447,0.311558195,7.037120994
301,0.173545558,1,13,3996,18.78363803,0.338101401,14.48752911,7.968729925,0.278663926,5.739217568
394,0.225945912,6,14,3863,18.84047089,0.307163518,13.88703981,7.816754944,0.259563526,5.565744521
702,0.413690431,2,15,2694,18.85916373,0.326934916,13.74158823,7.68314909,0.26477539,5.644274687
755,0.451612093,7,14,2117,18.8985783,0.296476429,14.40920823,7.710840762,0.274878739,5.330972587
524,0.302892672,1,15,4779,18.93230956,0.303244625,14.01835481,7.973754297,0.241408869,5.500384636
527,0.305796167,10,16,4545,18.94079978,0.279890978,13.96879988,7.95850816,0.214143699,5.646335771
214,0.129192691,3,13,4411,18.9982119,0.28772797,14.38715385,7.154998156,0.240986961,5.112176984
459,0.262316961,6,14,3702,19.01219566,0.315385903,14.07961491,7.91584351,0.259077802,5.494184027
419,0.241061106,8,13,2525,19.02161224,0.296943968,14.58698199,7.982607672,0.255224089,6.062802664
652,0.381891844,1,7,4365,19.0229005,0.20723976,16.00985775,4.136445881,0.240337417,3.46392851
968,0.578305096,1,15,2130,19.08113449,0.33977585,14.56606698,8.514813333,0.295266026,6.399731007
483,0.277367128,6,14,3320,19.20819662,0.302853037,14.40627273,8.255603377,0.252256754,6.097508183
667,0.391696079,8,16,4950,19.22707209,0.278786274,14.47894716,7.395170182,0.253681778,5.081469473
775,0.46159729,2,17,3501,19.24485212,0.23858119,13.93920299,6.752658521,0.187872371,4.659631674
892,0.526996265,9,15,2765,19.24785237,0.335598386,15.06562946,8.901489163,0.300281993,6.659065474
712,0.420719638,6,16,4727,19.29271157,0.30361527,14.52373793,6.980372147,0.218918103,4.879748065
757,0.452732652,8,15,3248,19.35966101,0.293850053,14.18134433,7.426793286,0.256161877,5.82510008
961,0.576382454,5,15,1801,19.36004528,0.275104133,14.39077506,6.704608768,0.188824423,5.265844523
738,0.440924399,2,14,1992,19.39770224,0.320920149,14.70709825,8.280197808,0.260890787,5.630262618
953,0.570683103,3,11,2568,19.47337152,0.215615091,15.22255757,5.974061419,0.253401984,4.894478141
724,0.430192835,8,12,4129,19.53978931,0.239170127,14.93097634,5.401465414,0.203918717,4.047128457
908,0.538276714,8,14,1777,19.56226225,0.317333684,15.33402855,8.939715391,0.294909116,7.236795812
744,0.444936608,3,16,4866,19.61756702,0.33463942,14.54272256,8.381065596,0.267485553,5.73768026
915,0.542145707,1,10,2501,19.61850615,0.385831775,15.82239274,7.764366977,0.325118573,6.573368441
651,0.380700071,9,16,4980,19.6602436,0.293557865,14.60571592,8.266015388,0.233090151,5.53725494
907,0.537350232,7,13,1789,19.66318343,0.310114308,15.12183432,8.055227099,0.271283066,6.169433179
958,0.573503299,8,15,1719,19.67129121,0.315473281,14.95197198,8.579359717,0.268685914,6.649140628
617,0.362818931,3,15,4128,19.68129557,0.310389242,14.89441881,7.709722443,0.253122121,5.658357212
980,0.582923752,9,16,2981,19.69769763,0.362819335,14.79809604,10.3223904,0.266898115,7.351751054
921,0.547237862,9,13,1023,19.70106744,0.294857187,14.79027749,7.177953652,0.241228095,5.308259016
913,0.540663363,3,16,4075,19.82527176,0.299282875,14.99140817,8.486868966,0.203377005,6.166977845
982,0.584240383,4,16,4862,19.92610803,0.329001312,14.74667176,8.727958563,0.259982685,6.401051036
461,0.262990784,6,13,3716,19.93360477,0.276366477,15.31160247,7.635326318,0.244658874,5.737457954
607,0.360159754,2,13,2166,20.0134353,0.303317682,15.44588894,8.446048462,0.280516073,6.323325153
559,0.328580795,1,13,3904,20.0795286,0.311047192,14.82518775,8.623601303,0.23621879,6.447175002
708,0.416826744,8,15,3565,20.14499682,0.316241714,15.33189662,8.987106102,0.283214177,6.355948877
993,0.592229538,2,17,4701,20.20598066,0.271678209,14.82968826,8.631034041,0.212164812,5.97172404
584,0.34678242,4,13,2402,20.25218864,0.297207777,15.36857933,7.94931085,0.253841887,5.798407242
882,0.517912432,10,14,2284,20.29984279,0.286817934,15.38660409,7.585002364,0.248535058,5.46486454
526,0.304250451,4,14,4370,20.34956095,0.282080122,14.91489745,8.038571452,0.248715356,6.114354797
997,0.597955769,9,16,3085,20.5366819,0.293791503,15.46232143,8.2003441,0.24233672,5.352327001
615,0.362513822,4,13,3729,20.62806229,0.305659679,15.81811368,8.419905939,0.265134853,6.194837882
846,0.498198578,8,13,2615,20.66075398,0.294004935,15.75294787,7.921191229,0.256655909,6.431846563
760,0.453301038,3,17,4745,20.7169356,0.234717936,15.3048868,7.982206595,0.218003676,5.42207894
959,0.576231905,5,16,3779,20.76034609,0.288025833,15.90533662,9.24202592,0.252692715,7.120957827
808,0.479269564,3,14,3341,20.85052746,0.273560632,15.63193488,8.272625941,0.258348952,6.391115123
998,0.598746427,9,15,3937,20.89405788,0.323257297,15.56953496,9.808366208,0.253095724,7.122677989
923,0.55310311,1,11,2390,20.91962001,0.314016461,16.61454773,6.58878261,0.222184633,5.21887025
544,0.317765409,1,13,4858,20.99939641,0.260107327,15.92334224,7.411529838,0.214659279,5.215744783
867,0.509843795,9,15,3946,21.03507236,0.259919102,15.90247034,7.277538116,0.205950614,5.603211448
890,0.523864292,1,11,4106,21.3654393,0.24779188,16.96657349,6.332700278,0.229906657,4.659219626
715,0.422516901,2,13,3904,21.42843119,0.26689352,16.26460709,8.391408236,0.21405296,6.330874951
983,0.584767638,3,16,3486,21.45159864,0.286176278,15.356033,7.930089814,0.255625115,5.661311432
916,0.542758152,1,13,2871,21.53316549,0.241047324,16.46628705,7.771170535,0.211017107,5.92761418
971,0.579382221,9,15,4064,21.60911751,0.297477722,16.32278957,8.481750387,0.241104895,6.853053445
754,0.45044143,10,14,4104,21.69990868,0.252013575,16.12704262,7.954832999,0.22243732,6.230854722
886,0.522582413,8,14,2613,21.88815723,0.236592877,16.70834706,8.156578431,0.175688338,6.520081558
759,0.452873058,3,13,3426,22.20017452,0.244866381,16.941099,7.719636774,0.213793235,6.317728257
891,0.524173589,2,14,4313,22.21086711,0.256229237,16.83158263,9.515797538,0.187530811,7.298152165
887,0.522599393,9,13,4113,22.41990773,0.220546421,17.10462327,8.129840901,0.22674689,6.062130233
990,0.588395932,10,13,3683,22.46575372,0.257259537,16.73266058,7.867933113,0.22564696,5.941834438
934,0.558780923,3,13,4527,22.71220532,0.296544117,17.653402,8.342870382,0.282639262,6.543830042
818,0.484427941,3,13,4810,22.74681097,0.251672246,16.99600606,8.26035226,0.210907092,5.566621527
996,0.595838504,2,14,4064,23.75245861,0.216067185,18.23070152,7.436011153,0.170914485,5.751836159
935,0.559316095,7,13,4397,23.87128847,0.236212244,18.13471581,7.099624526,0.215240796,5.53117851
984,0.585526652,6,13,4528,24.84993051,0.201706892,19.1109156,7.724677309,0.18765574,5.90307418
233,0.140762783,9,22,4,NA,NA,NA,NA,NA,NA
877,0.514643131,10,19,10,NA,NA,NA,NA,NA,NA
889,0.523551652,4,25,24,NA,NA,NA,NA,NA,NA
112,0.067874009,8,20,32,NA,NA,NA,NA,NA,NA
496,0.282667442,9,23,42,NA,NA,NA,NA,NA,NA
318,0.187710833,8,22,65,NA,NA,NA,NA,NA,NA
349,0.202866257,5,19,98,NA,NA,NA,NA,NA,NA
49,0.030656222,2,25,100,NA,NA,NA,NA,NA,NA
943,0.564989613,5,18,100,NA,NA,NA,NA,NA,NA
414,0.236741067,5,19,112,NA,NA,NA,NA,NA,NA
612,0.361470422,3,18,122,NA,NA,NA,NA,NA,NA
101,0.062836077,1,22,176,NA,NA,NA,NA,NA,NA
532,0.309182766,7,20,213,NA,NA,NA,NA,NA,NA
336,0.197428803,5,18,220,NA,NA,NA,NA,NA,NA
194,0.111602703,3,25,240,NA,NA,NA,NA,NA,NA
640,0.377084446,4,20,247,NA,NA,NA,NA,NA,NA
770,0.457857042,7,23,251,NA,NA,NA,NA,NA,NA
371,0.215755163,3,25,256,NA,NA,NA,NA,NA,NA
703,0.41525815,4,24,261,NA,NA,NA,NA,NA,NA
427,0.247123572,5,22,274,NA,NA,NA,NA,NA,NA
590,0.352013381,3,23,279,NA,NA,NA,NA,NA,NA
727,0.433430967,10,21,314,NA,NA,NA,NA,NA,NA
403,0.229506017,6,19,317,NA,NA,NA,NA,NA,NA
464,0.266253115,10,23,323,NA,NA,NA,NA,NA,NA
674,0.400020657,3,23,328,NA,NA,NA,NA,NA,NA
786,0.46644344,3,25,332,NA,NA,NA,NA,NA,NA
352,0.205652672,2,23,341,NA,NA,NA,NA,NA,NA
888,0.523033305,3,21,419,NA,NA,NA,NA,NA,NA
725,0.430529239,8,25,419,NA,NA,NA,NA,NA,NA
851,0.501054663,8,25,471,NA,NA,NA,NA,NA,NA
663,0.389192135,6,24,523,NA,NA,NA,NA,NA,NA
135,0.085391851,7,24,535,NA,NA,NA,NA,NA,NA
321,0.189218388,9,19,541,NA,NA,NA,NA,NA,NA
834,0.493046556,1,18,544,NA,NA,NA,NA,NA,NA
280,0.163663359,8,25,551,NA,NA,NA,NA,NA,NA
690,0.406759673,8,24,557,NA,NA,NA,NA,NA,NA
709,0.417474665,10,25,562,NA,NA,NA,NA,NA,NA
988,0.58638093,7,22,563,NA,NA,NA,NA,NA,NA
160,0.097086857,6,19,567,NA,NA,NA,NA,NA,NA
358,0.207985305,9,20,578,NA,NA,NA,NA,NA,NA
31,0.024264127,6,25,583,NA,NA,NA,NA,NA,NA
189,0.108258637,4,21,596,NA,NA,NA,NA,NA,NA
845,0.497762586,5,25,608,NA,NA,NA,NA,NA,NA
716,0.424557607,4,19,611,NA,NA,NA,NA,NA,NA
505,0.287994175,3,22,634,NA,NA,NA,NA,NA,NA
106,0.065385157,4,25,660,NA,NA,NA,NA,NA,NA
279,0.16342919,2,20,667,NA,NA,NA,NA,NA,NA
767,0.454388415,10,22,676,NA,NA,NA,NA,NA,NA
258,0.153202043,5,23,681,NA,NA,NA,NA,NA,NA
210,0.121345848,8,24,699,NA,NA,NA,NA,NA,NA
499,0.28334761,10,18,712,NA,NA,NA,NA,NA,NA
149,0.090476303,9,19,736,NA,NA,NA,NA,NA,NA
212,0.128306671,9,18,752,NA,NA,NA,NA,NA,NA
978,0.582215134,2,20,787,NA,NA,NA,NA,NA,NA
109,0.066585279,2,24,788,NA,NA,NA,NA,NA,NA
875,0.513400246,8,23,805,NA,NA,NA,NA,NA,NA
728,0.435915224,5,18,808,NA,NA,NA,NA,NA,NA
795,0.472249141,2,19,812,NA,NA,NA,NA,NA,NA
563,0.331144015,1,20,822,NA,NA,NA,NA,NA,NA
237,0.143391085,10,18,824,NA,NA,NA,NA,NA,NA
857,0.503904417,7,25,825,NA,NA,NA,NA,NA,NA
274,0.160893188,7,19,840,NA,NA,NA,NA,NA,NA
912,0.540434605,4,18,856,NA,NA,NA,NA,NA,NA
536,0.312989852,10,23,857,NA,NA,NA,NA,NA,NA
631,0.371154724,8,21,858,NA,NA,NA,NA,NA,NA
583,0.346092465,9,18,878,NA,NA,NA,NA,NA,NA
645,0.379345488,4,22,884,NA,NA,NA,NA,NA,NA
828,0.49012259,4,19,903,NA,NA,NA,NA,NA,NA
316,0.185747834,10,23,923,NA,NA,NA,NA,NA,NA
540,0.315390836,8,22,927,NA,NA,NA,NA,NA,NA
805,0.478371006,2,23,961,NA,NA,NA,NA,NA,NA
167,0.098468875,4,23,973,NA,NA,NA,NA,NA,NA
852,0.501057611,8,22,1012,NA,NA,NA,NA,NA,NA
435,0.251944593,10,25,1030,NA,NA,NA,NA,NA,NA
699,0.412318224,9,18,1037,NA,NA,NA,NA,NA,NA
704,0.415935637,9,23,1048,NA,NA,NA,NA,NA,NA
196,0.112366766,4,22,1054,NA,NA,NA,NA,NA,NA
632,0.372298095,2,21,1060,NA,NA,NA,NA,NA,NA
855,0.502797855,10,20,1080,NA,NA,NA,NA,NA,NA
947,0.56615148,10,24,1116,NA,NA,NA,NA,NA,NA
47,0.029269224,7,20,1123,NA,NA,NA,NA,NA,NA
144,0.087669668,10,24,1130,NA,NA,NA,NA,NA,NA
246,0.147283777,1,19,1134,NA,NA,NA,NA,NA,NA
876,0.513660828,1,23,1137,NA,NA,NA,NA,NA,NA
793,0.471478979,7,20,1165,NA,NA,NA,NA,NA,NA
386,0.223174988,2,18,1167,NA,NA,NA,NA,NA,NA
330,0.194229447,6,22,1168,NA,NA,NA,NA,NA,NA
215,0.129559209,1,25,1187,NA,NA,NA,NA,NA,NA
863,0.508461424,3,19,1196,NA,NA,NA,NA,NA,NA
327,0.19232456,1,24,1212,NA,NA,NA,NA,NA,NA
209,0.120802265,9,24,1224,NA,NA,NA,NA,NA,NA
376,0.217041202,10,20,1232,NA,NA,NA,NA,NA,NA
429,0.247986421,2,25,1235,NA,NA,NA,NA,NA,NA
999,0.599257274,10,20,1237,NA,NA,NA,NA,NA,NA
346,0.202168117,5,23,1267,NA,NA,NA,NA,NA,NA
556,0.327153448,5,23,1267,NA,NA,NA,NA,NA,NA
950,0.567375191,1,22,1268,NA,NA,NA,NA,NA,NA
354,0.206928445,5,24,1299,NA,NA,NA,NA,NA,NA
478,0.272836648,10,22,1299,NA,NA,NA,NA,NA,NA
501,0.285474862,5,25,1303,NA,NA,NA,NA,NA,NA
493,0.281296122,7,24,1332,NA,NA,NA,NA,NA,NA
155,0.094295872,1,23,1344,NA,NA,NA,NA,NA,NA
816,0.484135311,6,21,1349,NA,NA,NA,NA,NA,NA
38,0.026426039,8,18,1373,NA,NA,NA,NA,NA,NA
784,0.465818466,6,25,1385,NA,NA,NA,NA,NA,NA
721,0.425658426,6,19,1390,NA,NA,NA,NA,NA,NA
136,0.085410103,10,19,1390,NA,NA,NA,NA,NA,NA
831,0.491968436,9,22,1395,NA,NA,NA,NA,NA,NA
682,0.403694745,7,18,1398,NA,NA,NA,NA,NA,NA
341,0.200498939,4,18,1403,NA,NA,NA,NA,NA,NA
931,0.5580657,1,19,1436,NA,NA,NA,NA,NA,NA
782,0.46497105,3,22,1490,NA,NA,NA,NA,NA,NA
974,0.580905878,6,25,1507,NA,NA,NA,NA,NA,NA
879,0.516313816,6,23,1515,NA,NA,NA,NA,NA,NA
849,0.499966959,8,20,1515,NA,NA,NA,NA,NA,NA
430,0.248331477,1,18,1516,NA,NA,NA,NA,NA,NA
521,0.301111684,3,22,1522,NA,NA,NA,NA,NA,NA
843,0.497525944,4,18,1584,NA,NA,NA,NA,NA,NA
830,0.49177797,2,18,1588,NA,NA,NA,NA,NA,NA
655,0.382763957,3,19,1594,NA,NA,NA,NA,NA,NA
541,0.316158476,1,18,1641,NA,NA,NA,NA,NA,NA
255,0.151670035,7,24,1650,NA,NA,NA,NA,NA,NA
375,0.217023411,2,18,1668,NA,NA,NA,NA,NA,NA
83,0.053716061,8,20,1671,NA,NA,NA,NA,NA,NA
473,0.270125689,10,20,1672,NA,NA,NA,NA,NA,NA
762,0.45353938,5,24,1740,NA,NA,NA,NA,NA,NA
864,0.508814432,9,25,1745,NA,NA,NA,NA,NA,NA
359,0.20922259,7,18,1753,NA,NA,NA,NA,NA,NA
822,0.48708214,1,21,1767,NA,NA,NA,NA,NA,NA
809,0.480490781,6,21,1786,NA,NA,NA,NA,NA,NA
969,0.57839868,6,18,1792,NA,NA,NA,NA,NA,NA
94,0.058618052,3,23,1798,NA,NA,NA,NA,NA,NA
46,0.029192392,9,25,1809,NA,NA,NA,NA,NA,NA
666,0.391107478,5,22,1812,NA,NA,NA,NA,NA,NA
244,0.146469576,1,22,1828,NA,NA,NA,NA,NA,NA
672,0.39535982,10,22,1834,NA,NA,NA,NA,NA,NA
991,0.588524023,9,20,1841,NA,NA,NA,NA,NA,NA
829,0.49143471,6,22,1851,NA,NA,NA,NA,NA,NA
603,0.358103643,1,25,1876,NA,NA,NA,NA,NA,NA
306,0.17802453,9,19,1880,NA,NA,NA,NA,NA,NA
897,0.531107112,1,22,1881,NA,NA,NA,NA,NA,NA
788,0.468662384,5,19,1888,NA,NA,NA,NA,NA,NA
315,0.183491295,4,25,1891,NA,NA,NA,NA,NA,NA
444,0.254509249,3,19,1905,NA,NA,NA,NA,NA,NA
673,0.399024551,1,24,1912,NA,NA,NA,NA,NA,NA
995,0.59543403,3,21,1921,NA,NA,NA,NA,NA,NA
373,0.216438196,6,23,1921,NA,NA,NA,NA,NA,NA
928,0.556240042,2,25,1933,NA,NA,NA,NA,NA,NA
216,0.129927603,4,21,1940,NA,NA,NA,NA,NA,NA
637,0.375804084,5,21,1973,NA,NA,NA,NA,NA,NA
72,0.044577913,3,18,1982,NA,NA,NA,NA,NA,NA
126,0.077082023,3,20,2031,NA,NA,NA,NA,NA,NA
750,0.448554391,10,25,2053,NA,NA,NA,NA,NA,NA
955,0.571515501,9,24,2058,NA,NA,NA,NA,NA,NA
944,0.565325569,6,20,2067,NA,NA,NA,NA,NA,NA
817,0.48440765,1,21,2070,NA,NA,NA,NA,NA,NA
14,0.01127402,3,24,2125,NA,NA,NA,NA,NA,NA
393,0.225698173,1,24,2140,NA,NA,NA,NA,NA,NA
43,0.028095,6,20,2149,NA,NA,NA,NA,NA,NA
848,0.499487642,8,21,2156,NA,NA,NA,NA,NA,NA
619,0.366974893,7,25,2158,NA,NA,NA,NA,NA,NA
726,0.4325295,7,21,2175,NA,NA,NA,NA,NA,NA
605,0.359818456,7,25,2176,NA,NA,NA,NA,NA,NA
555,0.326078909,5,23,2186,NA,NA,NA,NA,NA,NA
741,0.443679263,9,19,2200,NA,NA,NA,NA,NA,NA
190,0.109596803,8,21,2203,NA,NA,NA,NA,NA,NA
222,0.134880826,10,18,2226,NA,NA,NA,NA,NA,NA
665,0.390336284,9,19,2239,NA,NA,NA,NA,NA,NA
574,0.340426149,1,24,2268,NA,NA,NA,NA,NA,NA
204,0.118157085,6,18,2278,NA,NA,NA,NA,NA,NA
717,0.424566266,10,23,2306,NA,NA,NA,NA,NA,NA
200,0.11624452,7,21,2316,NA,NA,NA,NA,NA,NA
98,0.061299605,3,20,2332,NA,NA,NA,NA,NA,NA
842,0.497262132,1,23,2347,NA,NA,NA,NA,NA,NA
643,0.377980573,7,20,2376,NA,NA,NA,NA,NA,NA
796,0.472267413,1,25,2377,NA,NA,NA,NA,NA,NA
567,0.332881279,5,20,2404,NA,NA,NA,NA,NA,NA
288,0.166846619,9,25,2417,NA,NA,NA,NA,NA,NA
153,0.092940938,3,23,2419,NA,NA,NA,NA,NA,NA
384,0.220479846,10,20,2428,NA,NA,NA,NA,NA,NA
81,0.052744286,1,20,2431,NA,NA,NA,NA,NA,NA
962,0.576694303,4,21,2433,NA,NA,NA,NA,NA,NA
422,0.2432089,7,22,2439,NA,NA,NA,NA,NA,NA
546,0.319119582,6,20,2454,NA,NA,NA,NA,NA,NA
981,0.583521327,3,24,2457,NA,NA,NA,NA,NA,NA
787,0.466720554,4,20,2474,NA,NA,NA,NA,NA,NA
626,0.369565074,10,20,2483,NA,NA,NA,NA,NA,NA
15,0.012020628,10,20,2497,NA,NA,NA,NA,NA,NA
485,0.278584397,5,21,2514,NA,NA,NA,NA,NA,NA
286,0.166240503,2,24,2565,NA,NA,NA,NA,NA,NA
804,0.478317018,4,20,2569,NA,NA,NA,NA,NA,NA
558,0.327532117,2,20,2577,NA,NA,NA,NA,NA,NA
70,0.039535881,7,20,2580,NA,NA,NA,NA,NA,NA
302,0.173896989,1,23,2582,NA,NA,NA,NA,NA,NA
293,0.169591159,4,20,2621,NA,NA,NA,NA,NA,NA
628,0.369745592,4,18,2649,NA,NA,NA,NA,NA,NA
865,0.509104305,7,24,2661,NA,NA,NA,NA,NA,NA
748,0.44702822,1,18,2665,NA,NA,NA,NA,NA,NA
451,0.257756931,8,25,2672,NA,NA,NA,NA,NA,NA
480,0.273760552,5,25,2692,NA,NA,NA,NA,NA,NA
940,0.56255961,2,23,2701,NA,NA,NA,NA,NA,NA
307,0.179744577,6,24,2706,NA,NA,NA,NA,NA,NA
753,0.449352363,7,24,2709,NA,NA,NA,NA,NA,NA
267,0.15812988,7,21,2747,NA,NA,NA,NA,NA,NA
963,0.576842846,9,20,2764,NA,NA,NA,NA,NA,NA
308,0.179809768,10,21,2780,NA,NA,NA,NA,NA,NA
180,0.105132432,10,21,2790,NA,NA,NA,NA,NA,NA
124,0.074743356,3,25,2802,NA,NA,NA,NA,NA,NA
17,0.013114472,4,23,2804,NA,NA,NA,NA,NA,NA
812,0.481741074,1,19,2814,NA,NA,NA,NA,NA,NA
296,0.170219288,5,19,2821,NA,NA,NA,NA,NA,NA
869,0.510771577,6,25,2839,NA,NA,NA,NA,NA,NA
30,0.022566037,7,19,2849,NA,NA,NA,NA,NA,NA
283,0.164197576,6,19,2850,NA,NA,NA,NA,NA,NA
265,0.157085174,5,22,2855,NA,NA,NA,NA,NA,NA
232,0.140759008,9,23,2858,NA,NA,NA,NA,NA,NA
416,0.239039907,1,20,2865,NA,NA,NA,NA,NA,NA
56,0.033011101,10,20,2881,NA,NA,NA,NA,NA,NA
256,0.152370867,6,20,2886,NA,NA,NA,NA,NA,NA
140,0.085933375,2,19,2898,NA,NA,NA,NA,NA,NA
966,0.577540171,2,20,2903,NA,NA,NA,NA,NA,NA
517,0.298608259,9,25,2910,NA,NA,NA,NA,NA,NA
13,0.01105289,6,25,2914,NA,NA,NA,NA,NA,NA
125,0.076822507,8,19,2921,NA,NA,NA,NA,NA,NA
639,0.376554992,6,19,2935,NA,NA,NA,NA,NA,NA
930,0.557914905,6,21,2943,NA,NA,NA,NA,NA,NA
438,0.253601176,5,18,2981,NA,NA,NA,NA,NA,NA
932,0.558127028,7,20,2997,NA,NA,NA,NA,NA,NA
249,0.149435842,3,22,3021,NA,NA,NA,NA,NA,NA
469,0.267209417,2,20,3039,NA,NA,NA,NA,NA,NA
662,0.389128722,7,24,3040,NA,NA,NA,NA,NA,NA
143,0.087011973,3,25,3042,NA,NA,NA,NA,NA,NA
412,0.236392383,8,24,3060,NA,NA,NA,NA,NA,NA
516,0.297540226,10,22,3092,NA,NA,NA,NA,NA,NA
20,0.015943318,5,22,3100,NA,NA,NA,NA,NA,NA
597,0.355176362,3,18,3105,NA,NA,NA,NA,NA,NA
730,0.436851032,9,21,3154,NA,NA,NA,NA,NA,NA
498,0.282970703,10,18,3154,NA,NA,NA,NA,NA,NA
6,0.007502781,6,23,3174,NA,NA,NA,NA,NA,NA
502,0.285735543,6,24,3176,NA,NA,NA,NA,NA,NA
